Plage,échantillon,orientation,position,substrat,fréquentation,situation,distance,objet,compte,slug,region
Tougues,74_Tou_5,NO,1,1,3,1,1,souple,0.0,tougues,Petit lac
Tougues,74_Tou_6,NO,1,1,3,1,1,fragments,6.0,tougues,Petit lac
Tougues,74_Tou_6,NO,1,1,3,1,1,fibres,50.0,tougues,Petit lac
Tougues,74_Tou_6,NO,1,1,3,1,1,souple,1.0,tougues,Petit lac
Tougues,74_Tou_7,NO,2,1,3,1,1,fragments,6.0,tougues,Petit lac
Tougues,74_Tou_7,NO,2,1,3,1,1,fibres,114.0,tougues,Petit lac
Tougues,74_Tou_7,NO,2,1,3,1,1,souple,10.0,tougues,Petit lac
Tougues,74_Tou_8,NO,2,1,3,1,1,fragments,27.0,tougues,Petit lac
Tougues,74_Tou_8,NO,2,1,3,1,1,fibres,59.0,tougues,Petit lac
Tougues,74_Tou_8,NO,2,1,3,1,1,souple,30.0,tougues,Petit lac
Tougues,74_Tou_9,NO,2,1,3,1,1,fragments,7.0,tougues,Petit lac
Tougues,74_Tou_9,NO,2,1,3,1,1,fibres,156.0,tougues,Petit lac
Tougues,74_Tou_9,NO,2,1,3,1,1,souple,9.0,tougues,Petit lac
Versoix,GE_Ver_1,ESE,1,2,3,1,1,fragments,3.0,versoix,Petit lac
Versoix,GE_Ver_1,ESE,1,2,3,1,1,fibres,59.0,versoix,Petit lac
Versoix,GE_Ver_1,ESE,1,2,3,1,1,souple,0.0,versoix,Petit lac
Versoix,GE_Ver_2,ESE,1,2,3,1,1,fragments,10.0,versoix,Petit lac
Versoix,GE_Ver_2,ESE,1,2,3,1,1,fibres,134.0,versoix,Petit lac
Versoix,GE_Ver_2,ESE,1,2,3,1,1,souple,2.0,versoix,Petit lac
Versoix,GE_Ver_3,ESE,1,2,3,1,1,fragments,1.0,versoix,Petit lac
Versoix,GE_Ver_3,ESE,1,2,3,1,1,fibres,89.0,versoix,Petit lac
Versoix,GE_Ver_3,ESE,1,2,3,1,1,souple,0.0,versoix,Petit lac
Versoix,GE_Ver_4,ESE,2,2,3,1,1,fragments,17.0,versoix,Petit lac
Versoix,GE_Ver_4,ESE,2,2,3,1,1,fibres,84.0,versoix,Petit lac
Versoix,GE_Ver_4,ESE,2,2,3,1,1,souple,0.0,versoix,Petit lac
Vidy,VD_Vid_1,SO,1,1,3,2,1,fragments,2.0,vidy,Grand lac
Vidy,VD_Vid_1,SO,1,1,3,2,1,fibres,102.0,vidy,Grand lac
Vidy,VD_Vid_1,SO,1,1,3,2,1,souple,0.0,vidy,Grand lac
Vidy,VD_Vid_10,S,2,1,3,2,1,fragments,14.0,vidy,Grand lac
Vidy,VD_Vid_10,S,2,1,3,2,1,fibres,171.0,vidy,Grand lac
Vidy,VD_Vid_10,S,2,1,3,2,1,souple,82.0,vidy,Grand lac
Vidy,VD_Vid_11,SO,2,1,3,2,1,fragments,37.0,vidy,Grand lac
Vidy,VD_Vid_11,SO,2,1,3,2,1,fibres,124.0,vidy,Grand lac
Vidy,VD_Vid_11,SO,2,1,3,2,1,souple,33.0,vidy,Grand lac
Vidy,VD_Vid_12,SO,2,1,3,2,1,fragments,62.0,vidy,Grand lac
Vidy,VD_Vid_12,SO,2,1,3,2,1,fibres,129.0,vidy,Grand lac
Vidy,VD_Vid_12,SO,2,1,3,2,1,souple,62.0,vidy,Grand lac
Vidy,VD_Vid_2,SO,1,1,3,2,1,fragments,10.0,vidy,Grand lac
Vidy,VD_Vid_2,SO,1,1,3,2,1,fibres,202.0,vidy,Grand lac
Vidy,VD_Vid_2,SO,1,1,3,2,1,souple,1.0,vidy,Grand lac
Vidy,VD_Vid_3,SO,1,1,3,2,1,fragments,1.0,vidy,Grand lac
Vidy,VD_Vid_3,SO,1,1,3,2,1,fibres,39.0,vidy,Grand lac
Vidy,VD_Vid_3,SO,1,1,3,2,1,souple,0.0,vidy,Grand lac
Vidy,VD_Vid_4,S,1,1,3,2,1,fragments,2.0,vidy,Grand lac
Vidy,VD_Vid_4,S,1,1,3,2,1,fibres,24.0,vidy,Grand lac
Vidy,VD_Vid_4,S,1,1,3,2,1,souple,0.0,vidy,Grand lac
Vidy,VD_Vid_5,S,1,1,3,2,1,fragments,13.0,vidy,Grand lac
Vidy,VD_Vid_5,S,1,1,3,2,1,fibres,36.0,vidy,Grand lac
Vidy,VD_Vid_5,S,1,1,3,2,1,souple,2.0,vidy,Grand lac
Vidy,VD_Vid_6,SSE,1,1,3,2,1,fragments,1.0,vidy,Grand lac
Vidy,VD_Vid_6,SSE,1,1,3,2,1,fibres,34.0,vidy,Grand lac
Vidy,VD_Vid_6,SSE,1,1,3,2,1,souple,0.0,vidy,Grand lac
Vidy,VD_Vid_7,SO,2,1,3,2,1,fragments,45.0,vidy,Grand lac
Vidy,VD_Vid_7,SO,2,1,3,2,1,fibres,214.0,vidy,Grand lac
Vidy,VD_Vid_7,SO,2,1,3,2,1,souple,46.0,vidy,Grand lac
Vidy,VD_Vid_9,SO,2,1,3,2,1,fragments,15.0,vidy,Grand lac
Vidy,VD_Vid_9,SO,2,1,3,2,1,fibres,130.0,vidy,Grand lac
Vidy,VD_Vid_9,SO,2,1,3,2,1,souple,44.0,vidy,Grand lac
